,dimA_dark_mean_rpm,wt_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_11290,52.44872445891348,41.2985760608525,0.3448156401130491,0.7286057704147473,cds-ABJ13337.1,PA14_11290,putative permease
gene-PA14_11310,26.26785517645386,21.168445762923366,0.31138304582487664,0.5362981369900769,cds-ABJ13336.1,PA14_11310,putative ABC transporter%2C ATP-binding protein
gene-PA14_11320,53.72472828302696,43.600573031762195,0.30123917873668654,0.5808286534472229,cds-ABJ13335.1,PA14_11320,conserved hypothetical protein
gene-PA14_11330,13.012125982741438,12.885004574535182,0.014163645163956297,0.023145911551695285,cds-ABJ13334.1,PA14_11330,conserved hypothetical protein
gene-PA14_11340,160.03123291282074,177.4928355086275,-0.14940729063929262,1.0792862209009901,cds-ABJ13333.1,trx-1,putative thioredoxin
gene-PA14_11350,25.827654538108703,31.73863849842731,-0.29732359599373825,1.2843349436584321,cds-ABJ13332.1,PA14_11350,hypothetical protein
gene-PA14_11370,26.923339437555033,30.597659632583355,-0.18456393537382304,2.3887909838211185,cds-ABJ13331.1,PA14_11370,putative lipoprotein
gene-PA14_11380,39.8159297044573,43.71081437714512,-0.1346445089749972,1.2859203782862532,cds-ABJ13330.1,ybaD,putative ATP-cone domain protein
gene-PA14_11400,132.15199682742852,141.30226252121514,-0.09658634108633922,1.8416892752868557,cds-ABJ13329.1,ribD,riboflavin-specific deaminase/reductase
gene-PA14_11410,39.492965066712244,44.23304230814541,-0.16352878192358355,0.44149504037310816,cds-ABJ13328.1,ribC,riboflavin synthase alpha chain
gene-PA14_11420,92.13146704398771,116.49326958374161,-0.3384807111617479,0.8792937219554009,cds-ABJ13327.1,ribB,GTP cyclohydrolase II / 3%2C4-dihydroxy-2-butanone 4-phosphate synthase
gene-PA14_11430,117.3730014765304,128.99586533987744,-0.13622422991160527,0.9244654674941971,cds-ABJ13326.1,ribE,6%2C7-dimethyl-8-ribityllumazine synthase
gene-PA14_11450,117.83784185976488,120.0093467077974,-0.02634385814181215,0.09433911346892938,cds-ABJ13325.1,nusB,NusB
gene-PA14_11460,52.51343267855835,55.38875161849153,-0.0769065168927866,0.17107508700914043,cds-ABJ13324.1,thiL,thiamine monophosphate kinase
gene-PA14_11470,37.65419496488736,35.301904233803846,0.09306459195525395,0.17764098026748318,cds-ABJ13323.1,pgpA,phosphatidylglycerophosphatase A
gene-PA14_11480,52.31728730874755,45.57491038298082,0.19904791443286746,0.8512042744737771,cds-ABJ13322.1,PA14_11480,hypothetical protein
gene-PA14_11490,48.825783417023196,44.85219459154089,0.12246461282927056,0.6077607425456176,cds-ABJ13321.1,PA14_11490,conserved hypothetical protein
gene-PA14_11510,82.98103009379652,73.56869158116108,0.17368963086857958,0.5772571293351747,cds-ABJ13320.1,ribA,GTP cyclohydrolase II
gene-PA14_11520,28.254513251463266,26.78297979007962,0.07716485355799985,0.300101023915275,cds-ABJ13319.1,PA14_11520,conserved hypothetical protein
gene-PA14_11530,30.479164952069862,28.53548896483476,0.09506608985461777,0.2409690832359796,cds-ABJ13318.1,PA14_11530,putative ABC transporter
gene-PA14_11550,193.61085857112323,191.1791120839886,0.018234962201298527,0.07646541211737949,cds-ABJ13317.1,dxs,1-deoxyxylulose-5-phosphate synthase
gene-PA14_11560,63.52291820130112,69.73021839961142,-0.13450680774306584,0.7159358730969244,cds-ABJ13316.1,ispA,geranyltranstransferase
gene-PA14_11570,18.31889874669886,19.044122286804356,-0.05601301747512315,0.2657467954760149,cds-ABJ13315.1,xseB,exodeoxyribonuclease VII small subunit
gene-PA14_11580,54.01578616214093,45.97520320916262,0.2325251417982141,0.65199499062054,cds-ABJ13314.1,PA14_11580,putative racemase
gene-PA14_11590,2.485193041567447,1.9070630815217402,0.38200517714339843,0.6833059054555897,cds-ABJ13313.1,PA14_11590,hypothetical protein
gene-PA14_11600,2.2909836277417415,2.410347787375433,-0.07327414691721619,0.1810073096019372,cds-ABJ13312.1,PA14_11600,possible ABC transporter component
gene-PA14_11610,0.6619722939977725,0.5860484256446635,0.17575067140562733,0.16734713190592293,cds-ABJ13311.1,PA14_11610,possible ABC transporter permease component
gene-PA14_11620,2.5548395419822105,2.598282986544088,-0.024325873146760574,0.02716463996601505,cds-ABJ13310.1,PA14_11620,probable ABC transporter
gene-PA14_11630,71.29620096030605,73.39363373309158,-0.04182972224448707,0.046157217176165805,cds-ABJ13309.1,PA14_11630,probable two-component sensor
gene-PA14_11650,67.87883449534787,71.08243844000751,-0.06653137854460972,0.13906780845588845,cds-ABJ13308.1,PA14_11650,hypothetical protein
gene-PA14_11660,149.06390121978004,137.41468705199006,0.11739471244428286,0.09277281152861268,cds-ABJ13307.1,aqpZ,aquaporin Z
gene-PA14_11670,58.685162159720164,55.58847753309695,0.07820991005914851,0.048953891573291934,cds-ABJ13306.1,PA14_11670,hypothetical protein
gene-PA14_11680,44.07445095375683,39.20478403030796,0.16891288116648742,0.5983606076809694,cds-ABJ13305.1,PA14_11680,probable two-component regulator
gene-PA14_11690,243.61756755737107,313.8758013294127,-0.3655756339092745,1.5273902537417965,cds-ABJ13304.1,ppa,PPase
gene-PA14_11700,37.22412557622235,39.404209848791645,-0.08211181057284836,0.22436410771231016,cds-ABJ13303.1,PA14_11700,conserved hypothetical protein
gene-PA14_11720,67.54678249178492,62.41841546141231,0.11391531459174775,0.9654359433720748,cds-ABJ13302.1,PA14_11720,probable membrane protein
gene-PA14_11730,9.069513868472853,8.222916927413571,0.14137495297059724,1.214690929962979,cds-ABJ13301.1,PA14_11730,possible protein kinase
gene-PA14_11740,73.96774235293789,74.72210695707624,-0.014638892990473327,0.07144285534157695,cds-ABJ13300.1,PA14_11740,conserved hypothetical protein
gene-PA14_11750,84.3601129720886,91.06043998534636,-0.11026340177457226,0.585565560442717,cds-ABJ13299.1,PA14_11750,probable acetyltransferase
gene-PA14_11760,57.13010362051373,59.92285660829506,-0.06885525295576574,0.5085342597548783,cds-ABJ13298.1,eutC,putative ethanolamine ammonia-lyase
gene-PA14_11770,70.2793055820613,72.07872694903931,-0.0364735936603998,0.10517742858172402,cds-ABJ13297.1,eutB,ethanolamine ammonia-lyase large subunit%2C EutB
gene-PA14_11790,34.27111450045209,37.33323537160459,-0.1234674281508586,0.7352254515108766,cds-ABJ13296.1,PA14_11790,putative amino acid transporter
gene-PA14_11810,741.9441733693535,831.0133720260424,-0.1635610545025562,0.6855396518067483,cds-ABJ13295.1,PA14_11810,putative aldehyde dehydrogenase
gene-PA14_11830,99.2485181172374,99.27138326671688,-0.00033233380980644605,0.0015615757669385519,cds-ABJ13294.1,PA14_11830,probable transcriptional regulator
gene-PA14_11845,206.1928027520089,214.36260017562896,-0.05605924490573447,0.7356307514848461,cds-ABJ15687.1,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
gene-PA14_11860,59.336440327862626,56.49760704049957,0.07072861559870797,0.41180989794073874,cds-ABJ13293.1,PA14_11860,probable aromatic acid decarboxylase
gene-PA14_11880,16.14401275565569,15.360269690935882,0.07179566818486838,0.17708248527084408,cds-ABJ13292.1,PA14_11880,putative lipoprotein
gene-PA14_11890,204.72702276251235,188.53715057237642,0.11885271216607225,0.4495484064822152,cds-ABJ13291.1,PA14_11890,conserved hypothetical protein
gene-PA14_11900,83.8622820614171,85.20371925107368,-0.022894317679548346,0.14233676936414497,cds-ABJ13290.1,PA14_11900,hypothetical protein
gene-PA14_11910,301.33251826642885,323.52751595885246,-0.10253204845289464,0.22984517113989636,cds-ABJ13289.1,PA14_11910,conserved hypothetical protein
gene-PA14_11920,21.817222255890186,19.3351039138267,0.1742449045015098,0.5577472564458781,cds-ABJ13288.1,PA14_11920,hypothetical protein
gene-PA14_11930,35.64693026693624,30.661685158746227,0.2173408484637441,2.2184803605457515,cds-ABJ13287.1,PA14_11930,putative membrane protein
gene-PA14_11940,96.71447172619897,81.72125568751206,0.24302040666410163,1.9802683021583338,cds-ABJ13286.1,PA14_11940,hypothetical protein
gene-PA14_11960,60.81135891044278,58.374072038148604,0.05901311707512688,0.41085943650127243,cds-ABJ13285.1,PA14_11960,hypothetical protein
gene-PA14_11970,47.034543033906004,46.85304056513392,0.00557801196189481,0.01922664381489852,cds-ABJ13284.1,PA14_11970,methylpurine-DNA glycosylase family protein
gene-PA14_11980,12.176573901399232,10.603120122729782,0.1996193830681868,0.5149760589704577,cds-ABJ13283.1,PA14_11980,possible O-methyltransferase
gene-PA14_11990,7.088379720399821,6.6448949805838025,0.09320947806158425,0.17458128794603683,cds-ABJ13282.1,PA14_11990,possible hydrolase
gene-PA14_12010,107.60649405905316,108.90430665097249,-0.017295859533855113,0.11157105940598391,cds-ABJ13281.1,proA,probable gamma-glutamyl phosphate reductase
gene-PA14_12020,55.824136811919395,47.53655963256875,0.23185153905479297,0.9056576243806732,cds-ABJ13280.1,nadD,NadD nicotinic acid mononucleotide adenylyltransferase
gene-PA14_12030,56.76637081218356,52.12231104875482,0.1231354549845292,1.4120960869766361,cds-ABJ13279.1,PA14_12030,conserved hypothetical protein
gene-PA14_12050,50.936911204245554,46.13912775330794,0.1427207442468886,0.42265551543251556,cds-ABJ13278.1,PA14_12050,hypothetical protein
gene-PA14_12060,63.52905334211749,63.298126872213835,0.005253713522004622,0.010375992098679319,cds-ABJ13277.1,pbpA,FtsI / penicillin-binding protein 2
gene-PA14_12070,44.015614350642984,41.63248401527968,0.08030576264618965,0.2040193904787852,cds-ABJ13276.1,rodA,rod shape-determining protein
gene-PA14_12080,122.43115451547867,121.34009195942203,0.01291441102797267,0.03174669281125636,cds-ABJ13275.1,sltB1,soluble lytic transglycosylase B
gene-PA14_12090,147.32622952820677,161.53027324850714,-0.13279026613215314,0.9800604294037042,cds-ABJ13274.1,PA14_12090,possible lipoprotein%2C rlpA family
gene-PA14_12100,474.3544428628311,498.90278075860124,-0.07279325074719234,0.8583462041585282,cds-ABJ13273.1,dacC,D-ala-D-ala-carboxypeptidase
gene-PA14_12110,104.79348627972585,114.1453460086078,-0.12332299225810571,0.6797063457079818,cds-ABJ13272.1,PA14_12110,conserved hypothetical protein
gene-PA14_12120,143.33496188644358,120.92944158135981,0.2452250219502171,3.0185339425438515,cds-ABJ13271.1,lipB,lipoate-protein ligase B
gene-PA14_12130,381.3843669367355,365.32726457814783,0.06205628132310314,0.5304473417565072,cds-ABJ13270.1,lis,Lipoate synthase
gene-PA14_12140,49.99702105471857,50.589612338593334,-0.01699904553396544,0.03169897208561207,cds-ABJ13269.1,PA14_12140,putative transcriptional regulator
gene-PA14_12150,4.397939376321744,4.4265429671715095,-0.0093527058417688,0.008308541280414205,cds-ABJ13268.1,PA14_12150,probable epoxide hydrolase
gene-PA14_12160,336.0865115565065,361.09018581179583,-0.10352656612950827,0.907262148264133,cds-ABJ13266.1,PA14_12160,putative murein transglycosylase
gene-PA14_12170,0.16265373525118385,0.02928583122127122,2.4734885572547043,1.3074499585043988,cds-ABJ13267.1,PA14_12170,hypothetical protein
gene-PA14_12180,5.59506682570468,7.46580796272787,-0.4161429723591622,0.8375781512021737,cds-ABJ13265.1,PA14_12180,conserved hypothetical protein
gene-PA14_12200,116.4970372413528,117.84982796881252,-0.01665638782211434,0.06160039423932995,cds-ABJ13264.1,holA,DNA polymerase III%2C delta subunit
gene-PA14_12210,145.10705924742192,162.34493834989416,-0.16194469725932306,1.0574025364942545,cds-ABJ13263.1,PA14_12210,hypothetical protein
gene-PA14_12230,509.01375580992027,547.3191789755161,-0.10467776682008638,0.7497274005364442,cds-ABJ13262.1,leuS,leucyl-tRNA synthetase
gene-PA14_12260,85.59850457732267,84.5596475411101,0.017616229136070666,0.026127299105215388,cds-ABJ13261.1,PA14_12260,conserved hypothetical protein
gene-PA14_12270,36.10887176561591,31.006517915875634,0.2197818188938697,0.9501345207051995,cds-ABJ13260.1,PA14_12270,conserved hypothetical protein
gene-PA14_12280,109.30459274249768,116.13955041842155,-0.08750533243541797,0.6074054592851768,cds-ABJ13259.1,cutE,apolipoprotein N-acyltransferase
gene-PA14_12300,122.9801746003606,110.3195683967769,0.1567370411151572,0.5020835776790598,cds-ABJ13258.1,PA14_12300,Putative Mg2+ and Co2+ transporter CorC
gene-PA14_12310,73.11617642221684,65.78886985270638,0.1523470953063322,0.5333427251339947,cds-ABJ13257.1,PA14_12310,conserved hypothetical protein
gene-PA14_12330,230.5422484166387,242.67080958654356,-0.07396942110245121,0.8684603663035536,cds-ABJ13256.1,PA14_12330,PhoH family protein
gene-PA14_12350,124.26269399655563,132.58511781711616,-0.0935256095468323,1.2132919835529925,cds-ABJ13255.1,orf2,conserved hypothetical protein
gene-PA14_12360,18.162002752306503,17.60219159957625,0.04516823112110434,0.07854419022357027,cds-ABJ13254.1,PA14_12360,conserved hypothetical protein
gene-PA14_12370,215.72976484735855,202.69133199416117,0.08994084862036728,0.1093645943442381,cds-ABJ13253.1,PA14_12370,hypothetical protein
gene-PA14_12390,227.38913501105364,239.43075742662222,-0.07444517160738373,0.7397814517381,cds-ABJ13252.1,hemL,glutamate 1-semialdehyde 2%2C1-aminomutase
gene-PA14_12400,38.87455560812378,43.93603837363968,-0.17657860307664214,2.0386840108198774,cds-ABJ13251.1,thiE,thiamin-phosphate pyrophosphorylase
gene-PA14_12410,102.18533435311137,103.03660717020027,-0.011968838170521932,0.11254767949072794,cds-ABJ13250.1,thiD,phosphomethylpyrimidine kinase
gene-PA14_12420,62.1633687254602,56.24644406785373,0.14430279398582005,0.7321427695013101,,,
gene-PA14_12430,49.18134781045734,38.978833578860794,0.33542034532840914,0.9446264833306143,,,
gene-PA14_12440,24.767389134039878,28.651994852873557,-0.2101937858212862,0.8558738447210943,cds-ABJ13249.1,PA14_12440,possible transcriptional regulator acrR family
gene-PA14_12450,111.30270688499031,104.91443947279674,0.08527542764335908,0.6290826163391623,cds-ABJ13248.1,PA14_12450,possible acyl-CoA dehydrogenase
gene-PA14_12470,18.532004773293313,15.53477648669539,0.254517459752915,0.6055266906684156,cds-ABJ13247.1,PA14_12470,conserved hypothetical protein
gene-PA14_12490,271.3967396425121,307.7905504511295,-0.18154554979794388,2.049258809518044,cds-ABJ13246.1,PA14_12490,AMP nucleosidase
gene-PA14_12530,90.86466379136624,90.98759080002681,-0.0019504428057125506,0.005452702486295853,cds-ABJ13245.1,PA14_12530,conserved hypothetical protein
gene-PA14_12540,21.14077314202616,21.83850541720919,-0.04684598365697821,0.16417472318251897,cds-ABJ13244.1,PA14_12540,possible pseudouridylate synthase
gene-PA14_12550,23.540465239805524,23.314626225104124,0.013907531733014237,0.013980985962718349,cds-ABJ13243.1,PA14_12550,hypothetical protein
gene-PA14_12560,80.22701422439305,70.65629634781767,0.18326997540392978,0.22983164348268523,cds-ABJ13242.1,PA14_12560,conserved hypothetical protein
gene-PA14_12570,24.255180794481763,26.140592277883425,-0.10799889170122332,1.035861620906295,cds-ABJ13241.1,PA14_12570,probable AsnC-family transcriptional regulator
gene-PA14_12590,12.02029218599904,11.510088533477445,0.06257302930392522,0.18179008092253668,cds-ABJ13240.1,PA14_12590,hypothetical protein
gene-PA14_12610,34.85885374405844,34.967067373130575,-0.004471674243849743,0.011169979706758577,cds-ABJ13239.1,cepA,probable cation efflux family protein
gene-PA14_12620,73.9726789054339,82.1721962578478,-0.1516578013238804,0.7305392210931252,cds-ABJ13238.1,PA14_12620,hypothetical protein
gene-PA14_12630,125.28791951827593,131.18675218735072,-0.06637472295779485,0.5705886738003291,cds-ABJ13237.1,PA14_12630,putative ATP-dependent helicase
gene-PA14_12640,5.268348503666838,5.1850726326615275,0.0229865807651242,0.03467267218270078,cds-ABJ13236.1,PA14_12640,hypothetical protein
gene-PA14_12650,9.30362544292114,9.09348132947789,0.03296029399953969,0.14714156370232315,cds-ABJ13235.1,PA14_12650,hypothetical protein
gene-PA14_12670,49.09930638701464,51.53746398207223,-0.06991890234960531,0.3060933086433824,cds-ABJ13234.1,PA14_12670,possible nuclease or phosphatase
gene-PA14_12680,92.92332590817637,70.66275042503598,0.39509088231097644,1.3647263115983401,cds-ABJ13233.1,PA14_12680,possible short-chain dehydrogenase
gene-PA14_12690,58.27775293345121,55.73619679711629,0.06433068769965589,0.911329469988664,cds-ABJ13232.1,PA14_12690,possible glyoxalase
gene-PA14_12700,20.923576985573394,22.545808595682587,-0.10772973925750572,0.26661478573208564,cds-ABJ13231.1,PA14_12700,conserved hypothetical protein
gene-PA14_12710,8.649819977292253,8.068539259423014,0.10036258571158198,0.34315844165161585,cds-ABJ13230.1,PA14_12710,possible Coenzyme F420-dependent N5%2CN10-methylene tetrahydromethanopterin reductase
gene-PA14_12730,12.22547175517193,13.953866716003603,-0.19077480702248395,0.37952896458434016,cds-ABJ13229.1,PA14_12730,possible isochorismatase family protein
gene-PA14_12740,41.50465805222046,45.24741334626168,-0.12456205860639123,0.2414359295825659,cds-ABJ13228.1,PA14_12740,conserved hypothetical protein
gene-PA14_12750,35.96085644511552,32.84747831999911,0.13064475669570724,0.37288014848746104,cds-ABJ13227.1,PA14_12750,conserved hypothetical protein
gene-PA14_12760,91.41906722426467,92.05017456142146,-0.009925358582550928,0.0700724627731095,cds-ABJ13226.1,PA14_12760,probable ATP-dependent RNA helicase
gene-PA14_12770,40.57099025623025,38.399923036299924,0.0793450948302774,0.40626135401294344,cds-ABJ13225.1,PA14_12770,conserved hypothetical protein
gene-PA14_12780,64.30179821963827,59.49486718421559,0.11209387391162527,0.7831857164198999,cds-ABJ13224.1,PA14_12780,probable two-component response regulator
gene-PA14_12810,17.136721366261458,14.141427565136182,0.277163332101878,0.7248602580723685,cds-ABJ13223.1,PA14_12810,probable two-component response regulator
gene-PA14_12820,17.299381123794777,13.701023462853144,0.3364367389404727,0.9128769207822093,cds-ABJ13222.1,PA14_12820,probable two-component sensor
gene-PA14_12840,315.61013295842275,264.4459022801134,0.25517090399804787,1.0617919992136942,cds-ABJ13221.1,PA14_12840,possible acetyltransferase%2C GNAT family
gene-PA14_12850,92.72087523387245,84.94550492397684,0.12635657713455198,0.47900061333945554,cds-ABJ13220.1,PA14_12850,probable acetyltransferase
gene-PA14_12860,149.3822798503429,131.5699231361863,0.18317929348073408,0.6654449755470017,cds-ABJ13219.1,PA14_12860,conserved hypothetical protein
gene-PA14_12870,53.00413016249369,48.05388737930898,0.14145163388830262,0.3326834038920564,cds-ABJ13218.1,tesB,TesB%2C acyl-CoA thioesterase II
gene-PA14_12890,16.202882670547712,17.80672286558744,-0.1361715131904175,0.29430104976643123,cds-ABJ13217.1,PA14_12890,possible phosphatase/hydrolase
gene-PA14_12900,345.54646952490504,406.74641328014167,-0.23524988442193848,1.4173169779155834,cds-ABJ13216.1,PA14_12900,histone-like protein HU form N
gene-PA14_12910,4.593418837266526,5.426145104425179,-0.24035924234640102,0.785184034973624,cds-ABJ13215.1,PA14_12910,hypothetical protein
gene-PA14_12920,16.252873072834756,13.565314951581238,0.2607722091847254,0.27041825638112826,cds-ABJ13214.1,PA14_12920,probable ABC-type taurine transporter%2C periplasmic component
gene-PA14_12940,6.582010370135777,4.993155540187804,0.39857638098154446,0.7510105366878419,cds-ABJ13213.1,PA14_12940,probable ATP-binding component of ABC taurine tran
gene-PA14_12960,5.43022520375434,4.382923317700822,0.30911852909145987,0.5244132220198997,cds-ABJ13212.1,PA14_12960,probable permease of ABC taurine transporter
gene-PA14_12970,5.848720414813044,5.213234815699001,0.1659421520185308,0.1674101048188183,cds-ABJ13211.1,tauD,TauD
gene-PA14_12980,251.87613784737718,287.22892167323334,-0.18948657269584918,1.563792462664904,cds-ABJ13210.1,PA14_12980,possible membrane protein
gene-PA14_12990,157.52890443948664,144.59462212032452,0.12360267184134052,0.301584106011892,cds-ABJ13209.1,PA14_12990,probable choline transporter
gene-PA14_13000,37.034392687805266,33.85599678251231,0.12945428007772614,0.14354821437929402,cds-ABJ13208.1,PA14_13000,probable transcriptional regulator
gene-PA14_13010,59.09905711404991,59.66874111812109,-0.013840225870886834,0.019102011677839842,cds-ABJ13207.1,PA14_13010,conserved hypothetical protein
gene-PA14_13030,398.6952362995764,403.3436983290644,-0.01672334821725206,0.061320461586757774,cds-ABJ13206.1,cioA,CioA%2C cyanide insensitive terminal oxidase
gene-PA14_13040,282.58273180963096,264.782158122288,0.09386739520940077,0.2778812652910227,cds-ABJ13205.1,cioB,CioB%2C cyanide insensitive terminal oxidase
gene-PA14_13050,34.096178614555164,31.90733457215377,0.09572195704223611,0.39298321518123885,cds-ABJ13204.1,PA14_13050,hypothetical protein
gene-PA14_13060,10.461209813543368,10.622251586017388,-0.022039897387161715,0.048376039035189694,cds-ABJ13203.1,PA14_13060,probable AraC-type transcriptional regulator
gene-PA14_13070,5.970391878487573,5.721002900921213,0.061557542229596814,0.12271962431063248,cds-ABJ13202.1,PA14_13070,probable MFS transporter
gene-PA14_13090,108.03358115160192,149.45897021126564,-0.468269654057521,2.452210260437033,cds-ABJ13201.1,PA14_13090,probable 3-ketoacyl-CoA thiolase
gene-PA14_13110,250.8029900861427,275.6270358946608,-0.1361628584002183,0.25161534386483764,cds-ABJ13200.1,PA14_13110,probable medium-chain acyl-CoA ligase
gene-PA14_13130,389.58418512266263,380.7720307605987,0.03300760262546407,0.03305219786419542,cds-ABJ13199.1,PA14_13130,hypothetical protein
gene-PA14_13140,374.9634196390729,373.3297644921231,0.006299322156487306,0.007282788764363834,cds-ABJ13198.1,PA14_13140,conserved hypothetical protein
gene-PA14_13150,335.7661145990089,304.72381767200267,0.13995437324636795,0.32470943046243017,cds-ABJ13197.1,PA14_13150,putative transcriptional regulator
gene-PA14_13170,403.43914010415983,321.092903319101,0.32936027502333287,0.5594567186990922,cds-ABJ13196.1,PA14_13170,probable metal transporting P-type ATPase
gene-PA14_13190,783.1971306974551,694.0588902260757,0.17431740001264906,0.3084031325161326,cds-ABJ13195.1,PA14_13190,conserved hypothetical protein
gene-PA14_13200,69.3118907046923,64.0558371442831,0.11377282800356295,0.4771620684861617,cds-ABJ13194.1,PA14_13200,conserved hypothetical protein
gene-PA14_13210,24.38523795671034,23.46858003015708,0.05527749423527791,0.08128554743812233,cds-ABJ13193.1,PA14_13210,hypothetical protein
gene-PA14_13220,9.488798468505754,9.560632913676564,-0.010880710927386213,0.07121645457005524,cds-ABJ13192.1,PA14_13220,possible protein-tyrosine-phosphatase
gene-PA14_13230,36.08321207619439,37.22581719393488,-0.04497574748798333,0.11304343603504594,cds-ABJ13191.1,moaC,probable Molybdenum cofactor biosynthesis protein
gene-PA14_13240,32.05033110234865,32.1648121076811,-0.005144000004133596,0.0773285622038221,cds-ABJ13190.1,moaD,molybdopterin converting factor%2C small subunit
gene-PA14_13250,28.808479961971212,26.766096452984115,0.1060867841514277,0.45484146156666433,cds-ABJ13189.1,moaE,molybdopterin converting factor%2C large subunit
gene-PA14_13260,18.881982158092644,14.361268075067505,0.3948270547840395,0.43550241065667933,cds-ABJ13188.1,moaB1,MoaB1
gene-PA14_13280,10.039497181360472,5.365593387745878,0.9038772547397713,0.8936673377824388,cds-ABJ13187.1,moeA1,MoeA1%2C Molybdopterin biosynthesis enzyme
gene-PA14_13290,190.38480089102143,157.57784443351707,0.27285360106183926,0.6499614781395182,cds-ABJ13186.1,PA14_13290,putative protease
gene-PA14_13300,213.2822496544765,150.7726323580956,0.5003893198604624,1.4189441859502483,cds-ABJ13185.1,PA14_13300,putative peptidase
gene-PA14_13320,113.96297396085846,85.19409673704155,0.4197397994088614,1.0054411421595146,cds-ABJ13184.1,PA14_13320,Putative lipid carrier protein
gene-PA14_13330,16.816093371492045,13.580003508206373,0.3083587121538687,0.7832171695129548,cds-ABJ13183.1,PA14_13330,putative phosphatase or phosphodiesterase
gene-PA14_13340,32.6509084388957,34.41992955987187,-0.07612101052085743,0.16618749144779724,cds-ABJ13182.1,PA14_13340,predicted extracellular nuclease
gene-PA14_13350,424.7581637746434,428.36858410872196,-0.012211002897532455,0.07084818671050762,cds-ABJ13181.1,PA14_13350,hypothetical protein
gene-PA14_13360,223.47800615813836,265.5901852579788,-0.24906897869937794,0.9670722513141384,cds-ABJ13180.1,PA14_13360,hypothetical protein
gene-PA14_13370,101.00033402456627,94.86995198488658,0.09033694117525772,0.37792619633690383,cds-ABJ13179.1,PA14_13370,hypothetical protein
gene-PA14_13380,161.57871949091404,160.88490164206493,0.006208260669516928,0.022823005721841,cds-ABJ13178.1,PA14_13380,hypothetical protein
gene-PA14_13390,142.03552057322514,151.1216343636124,-0.0894584415130343,0.8056315314220965,cds-ABJ13177.1,PA14_13390,conserved hypothetical protein
gene-PA14_13410,113.95118395402385,136.5067106123673,-0.2605559587654148,2.191796088574874,cds-ABJ13176.1,PA14_13410,peptide chain release factor 3
gene-PA14_13420,58.96353387678463,76.55337299518517,-0.3766429471803567,3.913296951785811,cds-ABJ13175.1,PA14_13420,conserved hypothetical protein
gene-PA14_13430,33.80957845951699,62.9688524485835,-0.8972063271615018,0.6492813939761558,cds-ABJ13174.1,fecA,Fe(III) dicitrate transport protein FecA
gene-PA14_13450,2.8160164033963295,4.434985950899332,-0.6552736084258456,1.2867154362209636,cds-ABJ13173.1,fecR,putative transmembrane sensor protein%2C FecR
gene-PA14_13460,10.027536825648568,8.944121152481966,0.16495561141868542,0.17857106040494578,cds-ABJ13172.1,fecI,putative RNA polymerase sigma-70 factor%2C ECF subfa
gene-PA14_13470,20.56824811014319,22.7484425503057,-0.14534885093919994,0.4998705982904425,cds-ABJ13171.1,PA14_13470,putative transcriptional regulator%2C AraC family
gene-PA14_13490,7.723573674005475,8.564366418126212,-0.1490779703276693,0.365916080440222,cds-ABJ13170.1,PA14_13490,putative membrane protein
gene-PA14_13500,63.43623655243602,67.90367792590837,-0.09818253343946311,0.5406803653146312,cds-ABJ13169.1,PA14_13500,putative D-isomer specific 2-hydroxyacid dehydroge
gene-PA14_13510,42.32015576125948,41.23048728260974,0.03763342463838197,0.25616785777472906,cds-ABJ13168.1,PA14_13510,putative transcriptional regulator%2C LysR family
gene-PA14_13520,11.43511589842367,12.78531243243309,-0.1610164145050172,0.4157508269617021,cds-ABJ13167.1,PA14_13520,putative outer membrane protein
gene-PA14_13530,9.391796184641768,9.808146392312148,-0.06257940544343309,0.1502680354524351,cds-ABJ13166.1,PA14_13530,putative outer membrane protein
gene-PA14_13560,4.396151751372966,5.534693528036736,-0.3322621773547229,1.3086874563487385,cds-ABJ13165.1,PA14_13560,putative fusaric acid resistance protein
gene-PA14_13580,139.18610931209253,172.009408063342,-0.305472235078747,0.39795742408278584,cds-ABJ13164.1,PA14_13580,putative ABC-type proline/glycine betaine transpor
gene-PA14_13590,67.73661020978346,72.90651370959891,-0.10611192309881465,0.10740490232527265,cds-ABJ13163.1,PA14_13590,putative permease of ABC-type transporter
gene-PA14_13600,111.57395587495573,118.70252798095288,-0.08935035356997728,0.09631897792944058,cds-ABJ13162.1,PA14_13600,putative binding protein component of ABC transpor
gene-PA14_13610,67.82242568118652,60.26751312343856,0.17038184614616828,0.17732764285230487,cds-ABJ13161.1,PA14_13610,putative permease component of an ABC-type transpo
gene-PA14_13620,46.09892821501327,42.09446568051488,0.13110263670533975,0.40400416412209733,cds-ABJ13160.1,nhaP,Na+/H+ antiporter NhaP
gene-PA14_13630,13.542291544780861,13.256829672803946,0.030736080475757425,0.06292113278919115,cds-ABJ13159.1,PA14_13630,hypothetical protein
gene-PA14_13650,44.42506698367894,48.18555940847767,-0.11722690001901928,1.3635582734085647,cds-ABJ13158.1,PA14_13650,putative sugar phosphatase
gene-PA14_13660,2.4824302679334025,2.810156569081995,-0.17889725218424243,0.13505306282778265,cds-ABJ13157.1,PA14_13660,putative protein phosphatase
gene-PA14_13670,10.803723282274413,10.214647456258612,0.08088917326937997,0.27267360943874674,cds-ABJ13156.1,PA14_13670,hypothetical protein
