,dimA_light_mean_rpm,wt_light_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_09980,1.6511613256833713,1.9253962173595205,-0.22167406915900287,0.4190704650827457,cds-ABJ13445.1,yafB,putative oxidoreductase%2C aldo/keto reductase family
gene-PA14_09990,6.846768897603603,6.39422052692336,0.09865479108631195,0.2349462321215733,cds-ABJ13444.1,PA14_09990,putative acetyltransferase
gene-PA14_10010,29.220127007023745,23.25425931446544,0.32946743938498785,1.3845803196473638,cds-ABJ13443.1,PA14_10010,putative transcriptional regulator
gene-PA14_10020,37.20200176701996,33.15035054801036,0.16635611794969254,0.6772607815022347,cds-ABJ13442.1,PA14_10020,conserved hypothetical protein
gene-PA14_10040,207.2778536086556,190.32623977956243,0.12309150445950304,0.38497643566901923,cds-ABJ13441.1,PA14_10040,amidase family protein
gene-PA14_10050,3.102110063246446,3.75825650102302,-0.27681352458188874,0.7363657252213376,cds-ABJ13440.1,PA14_10050,hypothetical protein
gene-PA14_10070,10.857475397397492,9.822122014073528,0.14458201092956716,0.5826246899994838,cds-ABJ13439.1,PA14_10070,putative zinc-dependent oxidoreductase
gene-PA14_10080,3.4688274687872096,2.842190360471926,0.2874447487694619,0.46999665206970404,cds-ABJ13438.1,PA14_10080,hypothetical protein
gene-PA14_10090,19.907792945358974,21.341784962520066,-0.10034754857013117,0.24108509683833446,cds-ABJ13437.1,PA14_10090,possible LysR family transcription regulator
gene-PA14_10110,3.9037766123998288,3.7823246625886617,0.04559727459606532,0.0863487611691601,cds-ABJ13436.1,PA14_10110,putative transporter
gene-PA14_10120,14.708245092047397,14.204667417491462,0.05026006330362644,0.21609463237891613,cds-ABJ13435.1,PA14_10120,possible LysR family transcription regulator
gene-PA14_10130,28.83465881450469,27.751958769724165,0.055214346218390754,0.13555378814685445,cds-ABJ13434.1,PA14_10130,putative short-chain dehydrogenase
gene-PA14_10140,0.8976317404550395,0.7189100442846351,0.3203117650190612,0.450866255365676,cds-ABJ13433.1,fepG,ferric enterobactin transport protein FepG
gene-PA14_10160,0.688618241637759,0.4382092505246739,0.6520824655368438,0.6858059438349359,cds-ABJ13432.1,fepD,ferric enterobactin transport protein FepD
gene-PA14_10170,4.258962906450474,1.8309989350412241,1.217870464783667,3.0048090119937862,cds-ABJ13431.1,fepB,ferrienterobactin-binding periplasmic protein precursor FepB
gene-PA14_10180,2.0593613477535992,1.8799294301537095,0.13151837844726666,0.36511162713190715,cds-ABJ13430.1,fepC,ferric enterobactin transport protein FepC
gene-PA14_10190,33.6027527635334,32.24127690377717,0.05967053912387223,0.14368388054810144,cds-ABJ13429.1,PA14_10190,putative transcriptional regulator
gene-PA14_10200,4.835333357401964,3.24612299227844,0.5748974489818299,1.0397234537968316,cds-ABJ13428.1,PA14_10200,putative TonB-dependent receptor protein
gene-PA14_10210,3.7835930056480165,3.884456960609747,-0.03795600144284228,0.17012801798563237,cds-ABJ13427.1,PA14_10210,putative oxidoreductase
gene-PA14_10220,9.594389564309333,20.952093898903314,-1.126831370585375,2.744833097698485,cds-ABJ13426.1,ygiM,putative SH3 domain protein
gene-PA14_10230,2.683179446515455,2.518191267363369,0.09155561811888663,0.10482554131580099,cds-ABJ13425.1,adh,2%2C3-butanediol dehydrogenase
gene-PA14_10240,3.3569618620246557,3.769222903663193,-0.16711089023808284,0.5338895646859587,cds-ABJ13424.1,acoC,putative hydrolase
gene-PA14_10250,1.3893818208174649,2.302723670150828,-0.7288974846267876,1.4837159566632139,cds-ABJ13423.1,acoB,acetoin catabolism protein AcoB
gene-PA14_10260,0.7267029981400198,0.5461489524824368,0.4120702911763438,0.897652574406709,cds-ABJ13422.1,acoA,putative acetoin dehydrogenase E1 component
gene-PA14_10270,0.16173925404060532,0.05827692672306,1.4726467915638566,0.8464440695542459,cds-ABJ13421.1,acoX,putative acetoin catabolism protein
gene-PA14_10280,0.5480749166741633,0.35795096084657807,0.6146088291106849,0.8380074750837838,cds-ABJ13420.1,PA14_10280,putative short-chain dehydrogenase
gene-PA14_10290,52.509268781488686,43.34516327240835,0.2767010784782003,1.2869629075283553,cds-ABJ13419.1,acoR,transcriptional regulator AcoR
gene-PA14_10300,7.1036848422983505,7.61234389867928,-0.09977313893986178,0.2847179045402832,cds-ABJ13418.1,PA14_10300,putative efflux protein
gene-PA14_10320,41.55392079806545,41.923128220651954,-0.012761763284202162,0.027767062703333085,cds-ABJ13417.1,PA14_10320,putative transcriptional regulator
gene-PA14_10330,17.9275584637985,15.839952739756662,0.17861097374948953,0.28307886869240123,cds-ABJ13416.1,ompK,putative outer membrane protein precursor
gene-PA14_10340,38.12362231838639,37.90679941769397,0.008228552485603308,0.009474312732392354,cds-ABJ13415.1,cvaB,putative toxin transporter
gene-PA14_10350,44.709377266713055,41.25260006874,0.11609239457898746,0.19058668189446798,cds-ABJ13414.1,PA14_10350,putative secretion protein
gene-PA14_10360,620.6155007540169,643.3770724112622,-0.051964793757891425,0.07428808853065709,cds-ABJ13413.1,PA14_10360,conserved hypothetical protein
gene-PA14_10370,208.56461984150852,263.3129430953661,-0.3362839911497386,0.28962018763028663,cds-ABJ13412.1,choS,putative cholesterol oxidase
gene-PA14_10380,273.572826852722,370.0666235578513,-0.43586008315022934,0.34780942607440946,cds-ABJ13411.1,PA14_10380,hypothetical protein
gene-PA14_10400,0.0,0.030895688973425716,-14.179572751264855,0.7647722011140924,cds-ABJ13410.1,PA14_10400,hypothetical protein
gene-PA14_10410,0.0,0.042840026889399675,-14.651104913299998,0.4272434124648197,cds-ABJ13409.1,PA14_10410,hypothetical protein
gene-PA14_10420,9.478352505589314,7.133341825100561,0.41005812511467005,1.1619265027766248,cds-ABJ13408.1,tyrS,tyrosyl-tRNA synthetase
gene-PA14_10440,3.080087980618927,2.868363433894947,0.10274367229886415,0.47836733953837945,cds-ABJ13407.1,opdL,putative porin
gene-PA14_10470,6.10778404066535,5.730331445974296,0.09203043846189403,0.2977013161785897,cds-ABJ13406.1,bcr,putative MFS transporter
gene-PA14_10480,37.05780992919268,44.22332193178207,-0.2550297675329969,1.2060969072361558,cds-ABJ13405.1,PA14_10480,putative transcriptional regulator
gene-PA14_10490,196.97917150816338,186.47694017168507,0.07904584996784221,0.6927302526516861,cds-ABJ13404.1,PA14_10490,hypothetical protein
gene-PA14_10500,1845.7722573520407,2002.4222044754479,-0.11752163845001994,0.8097958117022078,cds-ABJ13403.1,ccoN,cytochrome c oxidase subunit (cbb3-type)
gene-PA14_10530,1438.203166355758,1249.317544084102,0.203127271637674,1.0258265332308363,cds-ABJ13402.1,PA14_10530,putative transcriptional regulator%2C GntR family
gene-PA14_10540,1669.1295693879244,1692.5530446917455,-0.02010509759869442,0.05137632668305272,cds-ABJ13401.1,fixG,putative iron-sulfur cluster-binding protein
gene-PA14_10550,1731.6901450026733,1628.3617905178992,0.08875953440696968,0.18888405509904474,cds-ABJ13400.1,cysI,putative sulfite or nitrite reductas
gene-PA14_10560,549.0667824416356,480.2466507251194,0.193206080359145,0.7784599093148658,cds-ABJ13399.1,PA14_10560,conserved hypothetical protein
gene-PA14_10570,5.656560295679308,4.024581703612584,0.49108601339468655,1.3549882380401934,cds-ABJ13398.1,hpcH,putative 2%2C4-dihydroxyhept-2-ene-1%2C7-dioic acid aldolase
gene-PA14_10590,2.60636357664783,3.5457489702288414,-0.44405180884965095,1.012254610912002,cds-ABJ13397.1,hpcG,2-oxo-hept-3-ene-1%2C7-dioate hydratase
gene-PA14_10600,5.0489948252307215,3.2683607511512984,0.6274287072294057,0.7710986738659721,cds-ABJ13396.1,hpaX,putative MFS transporter
gene-PA14_10610,2.3194086040530975,1.6658499845030494,0.47749810486332206,1.0523809151506882,cds-ABJ13395.1,hpcD,5-carboxymethyl-2-hydroxymuconate isomerase
gene-PA14_10620,10.945268295718899,11.07292820038502,-0.016729467132467066,0.05106154462974292,cds-ABJ13394.1,hpcB,homoprotocatechuate 2%2C3-dioxygenase
gene-PA14_10630,7.309738057061506,6.716864506318007,0.12203175249403095,0.22371349248445435,cds-ABJ13393.1,hpcC,5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase
gene-PA14_10640,2.7417138195732025,3.4185288886725815,-0.3182974532759989,0.7937773574100027,cds-ABJ13392.1,hpaG2,putative 4-hydroxyphenylacetate degradation bifunctional isomerase
gene-PA14_10650,1.7349856142296736,1.7801413296642012,-0.037068048982168096,0.04848296647761586,cds-ABJ13391.1,hpaG1,putative 4-hydroxyphenylacetate degradation bifunctional isomerase
gene-PA14_10660,2.46450794038094,2.5700705866284035,-0.06050831411835032,0.06262129022877716,cds-ABJ13390.1,hpaA,putative transcriptional regulator
gene-PA14_10670,28.35642893981618,31.069254795050426,-0.131811772467736,0.2679060250515833,cds-ABJ13389.1,aph,aminoglycoside 3'-phosphotransferase type IIb
gene-PA14_10680,46.5742818984514,31.630481174397563,0.5582179980763232,2.6854523700902946,cds-ABJ13388.1,PA14_10680,putative periplasmic protein
gene-PA14_10700,463.5056682721363,369.29597413297233,0.3278094454048534,1.632219778047734,cds-ABJ13387.1,PA14_10700,putative bacteriophytochrome
gene-PA14_10710,158.00637559149905,101.17829972080239,0.6430828638082714,2.780219216462406,cds-ABJ13386.1,PA14_10710,putative heme oxygenase
gene-PA14_10730,408.37609636414254,349.1258530854634,0.2261512281422657,1.2928232220227727,cds-ABJ13385.1,PA14_10730,putative decarboxylase family protein
gene-PA14_10740,31.568869743455696,25.00806459999102,0.336109178794199,1.0596157256213241,cds-ABJ13384.1,PA14_10740,spermidine acetyltransferase
gene-PA14_10750,14.288766986806593,7.630246773756187,0.9050796594819521,2.075861498372154,cds-ABJ13383.1,sotB,putative MFS transporter
gene-PA14_10770,215.70210277773938,155.84619611874618,0.46891729423086537,2.892024715746763,cds-ABJ13382.1,PA14_10770,putative sensor/response regulator hybrid
gene-PA14_10780,17.139044073986977,17.092102389738624,0.003956780764572331,0.014692123202208043,cds-ABJ13381.1,PA14_10780,conserved hypothetical protein
gene-PA14_10790,34.01584725051442,31.839231787459948,0.09540149153316928,0.3286433322159901,cds-ABJ13380.1,ampC,cephalosporinase
gene-PA14_10800,25.096335317936823,26.989573721225188,-0.1049254734486471,0.5788740572018907,cds-ABJ13379.1,ampR,transcriptional regulator AmpR
gene-PA14_10820,64.61752742996377,45.9880667719431,0.4906659807601513,1.6148945576421803,cds-ABJ13378.1,PA14_10820,putative HDIG domain protein
gene-PA14_10830,36.36859061222603,36.59291716163242,-0.008871412207874258,0.022305973232250705,cds-ABJ13377.1,PA14_10830,putative transcriptional regulator%2C LysR family
gene-PA14_10840,34.76740908226004,37.14714557664971,-0.09551579313997305,1.3485222415663065,cds-ABJ13376.1,PA14_10840,putative dehydrogenase
gene-PA14_10850,8.4373227343031,6.7201001708162975,0.3283024758186439,0.9715565428815843,cds-ABJ13375.1,PA14_10850,putative dehydrogenase
gene-PA14_10870,1.1526790157634965,0.7767068092423939,0.5695477967214548,1.1690659138929538,cds-ABJ13374.1,PA14_10870,putative porin
gene-PA14_10890,0.5847261038437432,0.3193795546092926,0.8724856253199376,0.5566949523959575,cds-ABJ13373.1,PA14_10890,putative short-chain dehydrogenase
gene-PA14_10900,0.3731666357073273,0.442001986972393,-0.24423184990621943,0.12939124083889872,cds-ABJ13372.1,ydjL,putative Zn-dependent alcohol dehydrogenase
gene-PA14_10910,3.2531263040215364,1.8510398535474293,0.8134903200967359,1.706195182180433,cds-ABJ13371.1,phlE,putative major facilitator family transporter
gene-PA14_10920,0.5957088552620544,0.3998263866444692,0.5752317431322852,1.6136029240652876,cds-ABJ13370.1,dad,putative 2%2C4'-dihydroxyacetophenone dioxygenase
gene-PA14_10940,19.793617745755586,19.43950832696297,0.026043590380852882,0.07048373786947273,cds-ABJ13369.1,PA14_10940,putative transcriptional regulator%2C AraC family
gene-PA14_10950,7.155872416767423,5.789849073370365,0.30560184504990284,1.0892205167288007,cds-ABJ13368.1,PA14_10950,conserved hypothetical protein
gene-PA14_10960,2.9330456559675286,2.7650737148643665,0.08508153641590897,0.27008919349187743,cds-ABJ13367.1,PA14_10960,possible ferridoxin oxidoreductase subunit
gene-PA14_10970,1.1879688932341337,0.9749044167844899,0.28516393418775204,0.39543124639103655,cds-ABJ13366.1,PA14_10970,putative flavodoxin reductase
gene-PA14_10980,12.600089278885797,11.38329194234169,0.14651610371217652,0.5620021442104628,cds-ABJ13365.1,PA14_10980,hypothetical protein
gene-PA14_10990,1.3456952900701158,1.2104257651859542,0.1528369712735361,0.14032300797048053,cds-ABJ13364.1,hpaC,4-hydroxyphenylacetate 3-monooxygenase small chain
gene-PA14_11000,9.664132337259794,9.378231916386328,0.043324246756439456,0.2302549620805168,cds-ABJ13363.1,hpaA,4-hydroxyphenylacetate 3-monooxygenase large chain
gene-PA14_11010,26.18351992287079,30.18718608652613,-0.20527721362142967,0.4953848329771614,cds-ABJ13362.1,PA14_11010,conserved hypothetical protein
gene-PA14_11020,0.5286011788488452,0.4922394459017248,0.10281903301767302,0.04174986248585589,cds-ABJ13361.1,fabG,putative short-chain dehydrogenase
gene-PA14_11030,2.565139927145571,1.5672914361446848,0.7107634577198751,1.1498865885883558,cds-ABJ13360.1,PA14_11030,putative aminotransferase
gene-PA14_11050,0.6304724461574421,0.8482061836872621,-0.42798070145320666,0.40252748715609216,cds-ABJ13359.1,moaF,conserved hypothetical protein
gene-PA14_11060,5.534484657866712,5.926757949262537,-0.09879412276327666,0.1625164828419767,cds-ABJ13358.1,cupB1,putative fimbrial subunit CupB1
gene-PA14_11070,1.4591032913969553,1.0688893908982269,0.44896884555027994,1.1331271215173784,cds-ABJ13357.1,cupB2,chaperone CupB2
gene-PA14_11080,3.218506044652092,2.3716294158512032,0.4405123158187183,1.0837289299317379,cds-ABJ13356.1,cupB3,usher CupB3
gene-PA14_11090,0.370747130329761,0.27500929955714226,0.43095286544268546,0.5350633635629307,cds-ABJ13355.1,cupB4,chaperone CupB4
gene-PA14_11100,19.523079834498226,14.932688978997327,0.38670664348203876,1.6724758781733673,cds-ABJ13354.1,cupB5,adhesive protein CupB5
gene-PA14_11110,6.020291009319202,6.124663435894838,-0.024797334357302424,0.047043473891655405,cds-ABJ13353.1,cupB6,fimbrial protein cupB6
gene-PA14_11120,16.485270552451524,18.833504163421605,-0.1921238703424352,1.007902830093815,cds-ABJ13352.1,rcsB,putative regulator of capsule synthesis
gene-PA14_11130,89.71062791741282,80.30875856098301,0.15972156837576487,0.9649689380524555,cds-ABJ13351.1,PA14_11130,putative short chain dehydrogenase
gene-PA14_11140,57.472451535943435,39.04208429893553,0.55784049552082,0.8494805476082229,cds-ABJ13350.1,PA14_11140,putative nonribosomal peptide synthetase
gene-PA14_11150,5.826806215969762,6.733224414273393,-0.20859216298325442,0.55791864177086,cds-ABJ13349.1,PA14_11150,putative transcriptional regulator
gene-PA14_11160,5.675801991376513,6.0910864672285525,-0.10187529601719561,0.40407878427382304,cds-ABJ13348.1,PA14_11160,conserved hypothetical protein
gene-PA14_11170,126.17430005393082,131.12060746618837,-0.05547635930709806,0.425989718534614,cds-ABJ13347.1,PA14_11170,conserved hypothetical protein
gene-PA14_11180,13.67742849841988,13.177679619258136,0.053700650139005005,0.14708178127668758,cds-ABJ13346.1,PA14_11180,putative transcriptional regulator
gene-PA14_11190,9.545725542683444,7.944294808633198,0.2649356445785173,1.8904189385337358,cds-ABJ13345.1,styD,putative aldehyde dehydrogenase
gene-PA14_11210,3.6657157446919775,3.883985353966258,-0.08344280625393014,0.15785036863626442,cds-ABJ13344.1,PA14_11210,putative amino acid permease
gene-PA14_11230,0.8142325950840337,1.0670082448883258,-0.3900577439036771,0.6393179368693548,cds-ABJ13343.1,PA14_11230,conserved hypothetical protein
gene-PA14_11240,7.382769548628024,7.429915901847274,-0.009183753291151122,0.017921542427197974,cds-ABJ13342.1,PA14_11240,putative transcriptional regulator
gene-PA14_11250,85.16686527633387,77.4281972600344,0.13743319422575287,0.2294855621401663,cds-ABJ13341.1,PA14_11250,putative dTDP-4-rhamnose reductase-related protein
gene-PA14_11260,124.54658354286148,125.81187930766392,-0.014582702116301957,0.048162149863803086,cds-ABJ13340.1,PA14_11260,putative NAD-dependent epimerase
gene-PA14_11270,2228.2887511966105,1573.2908459685134,0.5021507961227657,0.8411706268039509,cds-ABJ13339.1,oprG,outer membrane protein OprG precursor
gene-PA14_11280,29.73266040652207,30.587308676381642,-0.040884612134583366,0.09993763033163795,cds-ABJ13338.1,PA14_11280,putative lipoprotein
gene-PA14_11290,45.268359782636374,38.60585299571646,0.22968343525867757,0.745936818334114,cds-ABJ13337.1,PA14_11290,putative permease
gene-PA14_11310,24.0039779613372,16.251466566897708,0.5627035467734355,1.164404954513875,cds-ABJ13336.1,PA14_11310,putative ABC transporter%2C ATP-binding protein
gene-PA14_11320,40.98770241866462,33.28836195063979,0.30017322758513276,0.3473787563354236,cds-ABJ13335.1,PA14_11320,conserved hypothetical protein
gene-PA14_11330,13.854687171739199,10.189517610795393,0.44328832039840016,0.8453748317057775,cds-ABJ13334.1,PA14_11330,conserved hypothetical protein
gene-PA14_11340,172.60807839879007,175.66904559548195,-0.025360011087405553,0.05474335716420262,cds-ABJ13333.1,trx-1,putative thioredoxin
gene-PA14_11350,24.358063354530884,23.793792761620182,0.03381417301584308,0.06683272433641076,cds-ABJ13332.1,PA14_11350,hypothetical protein
gene-PA14_11370,25.045166998065444,22.13551750924833,0.17816911593944448,0.4023302952696299,cds-ABJ13331.1,PA14_11370,putative lipoprotein
gene-PA14_11380,45.457737639724144,45.054798682730215,0.012845112456459024,0.07505767630593294,cds-ABJ13330.1,ybaD,putative ATP-cone domain protein
gene-PA14_11400,151.6623685307136,141.59253611902355,0.09911794034929954,0.3274581872768099,cds-ABJ13329.1,ribD,riboflavin-specific deaminase/reductase
gene-PA14_11410,55.032697034042634,59.917009874564904,-0.12267659135301028,0.16167260012500426,cds-ABJ13328.1,ribC,riboflavin synthase alpha chain
gene-PA14_11420,120.63729633383235,116.5513024215223,0.04971087419514996,0.07373367820191112,cds-ABJ13327.1,ribB,GTP cyclohydrolase II / 3%2C4-dihydroxy-2-butanone 4-phosphate synthase
gene-PA14_11430,131.00481875508535,118.99905077538772,0.1386698120192837,0.35290624014394234,cds-ABJ13326.1,ribE,6%2C7-dimethyl-8-ribityllumazine synthase
gene-PA14_11450,131.912163023345,112.486165129305,0.22983001919546922,0.6776575824655344,cds-ABJ13325.1,nusB,NusB
gene-PA14_11460,63.988555435412025,53.04521892306507,0.2705911657971244,0.4978455759357356,cds-ABJ13324.1,thiL,thiamine monophosphate kinase
gene-PA14_11470,44.259444252809914,43.14763137560272,0.036703970882765606,0.09076993092272827,cds-ABJ13323.1,pgpA,phosphatidylglycerophosphatase A
gene-PA14_11480,46.35833982198443,32.80390854492981,0.4989611598706998,3.7827821473476897,cds-ABJ13322.1,PA14_11480,hypothetical protein
gene-PA14_11490,47.449424425850445,45.932878841502884,0.046863378154569375,0.16266137733080896,cds-ABJ13321.1,PA14_11490,conserved hypothetical protein
gene-PA14_11510,66.95399918923825,54.232132917497104,0.3040223106544669,1.3703349302355274,cds-ABJ13320.1,ribA,GTP cyclohydrolase II
gene-PA14_11520,28.42217582358279,22.342792005746777,0.3472074999809243,1.3714445229749073,cds-ABJ13319.1,PA14_11520,conserved hypothetical protein
gene-PA14_11530,27.56610859998972,19.530682683741748,0.49715320755856207,1.9560624594606935,cds-ABJ13318.1,PA14_11530,putative ABC transporter
gene-PA14_11550,207.39746852496305,184.9395697637958,0.16534434591543234,0.6145943344980155,cds-ABJ13317.1,dxs,1-deoxyxylulose-5-phosphate synthase
gene-PA14_11560,72.1636183453677,72.10805388299984,0.0011112725760052179,0.0016548421446828101,cds-ABJ13316.1,ispA,geranyltranstransferase
gene-PA14_11570,23.73591777793588,24.21739310481378,-0.02897173724960239,0.11797787157365233,cds-ABJ13315.1,xseB,exodeoxyribonuclease VII small subunit
gene-PA14_11580,44.690264564077324,37.77200070134139,0.2426433733495209,0.9128717174287649,cds-ABJ13314.1,PA14_11580,putative racemase
gene-PA14_11590,1.7629747874416213,1.55098873470975,0.18482344868419076,0.4037525653093697,cds-ABJ13313.1,PA14_11590,hypothetical protein
gene-PA14_11600,2.6927575123672995,2.5122167088741416,0.10012333492863629,0.13935802814784065,cds-ABJ13312.1,PA14_11600,possible ABC transporter component
gene-PA14_11610,0.6011119059318349,0.7870573429957815,-0.3888342113975359,0.2593450922368528,cds-ABJ13311.1,PA14_11610,possible ABC transporter permease component
gene-PA14_11620,3.1972358970742207,1.3737662023374504,1.2186876984710475,0.9097781582904855,cds-ABJ13310.1,PA14_11620,probable ABC transporter
gene-PA14_11630,95.86820133248203,35.24751480984718,1.443530780550723,1.2361899424701983,cds-ABJ13309.1,PA14_11630,probable two-component sensor
gene-PA14_11650,99.51714598884813,57.628755347392485,0.788156232995016,1.8359901999627564,cds-ABJ13308.1,PA14_11650,hypothetical protein
gene-PA14_11660,320.578422968667,7.257060789617323,5.465147837169691,1.2275850579232603,cds-ABJ13307.1,aqpZ,aquaporin Z
gene-PA14_11670,111.83339960240933,1.516977568532799,6.2040059955910145,1.2879890721986067,cds-ABJ13306.1,PA14_11670,hypothetical protein
gene-PA14_11680,45.455214615463554,49.27563723538238,-0.11642871463327366,0.5945515694266157,cds-ABJ13305.1,PA14_11680,probable two-component regulator
gene-PA14_11690,245.9390495968959,315.55110802719986,-0.3595728664404593,0.8150973300340952,cds-ABJ13304.1,ppa,PPase
gene-PA14_11700,37.51913426250841,33.15913234774107,0.17822027294963233,0.3284576262602366,cds-ABJ13303.1,PA14_11700,conserved hypothetical protein
gene-PA14_11720,73.69251866125889,79.11443959020414,-0.10242286741441595,0.7592255716898886,cds-ABJ13302.1,PA14_11720,probable membrane protein
gene-PA14_11730,8.291990168105611,7.091705684976868,0.22558569304140708,0.6762844573585115,cds-ABJ13301.1,PA14_11730,possible protein kinase
gene-PA14_11740,53.05744644592027,31.85842869994703,0.7358800999581707,2.323774310947642,cds-ABJ13300.1,PA14_11740,conserved hypothetical protein
gene-PA14_11750,75.10336662323682,70.07830077778043,0.09990978426290364,0.6814361211609657,cds-ABJ13299.1,PA14_11750,probable acetyltransferase
gene-PA14_11760,53.3994438524885,50.19705468524162,0.08922199720632117,0.15672319012930136,cds-ABJ13298.1,eutC,putative ethanolamine ammonia-lyase
gene-PA14_11770,71.00918273249455,69.39552915383243,0.03316288230721742,0.048851603101491926,cds-ABJ13297.1,eutB,ethanolamine ammonia-lyase large subunit%2C EutB
gene-PA14_11790,50.653882403320154,58.55618323529898,-0.2091486639677346,0.20939859293969532,cds-ABJ13296.1,PA14_11790,putative amino acid transporter
gene-PA14_11810,909.8121030702464,977.5289975429408,-0.10357087248333414,0.18338085650418318,cds-ABJ13295.1,PA14_11810,putative aldehyde dehydrogenase
gene-PA14_11830,92.5296546611175,77.99745614247036,0.2464887298257909,0.6528416119923537,cds-ABJ13294.1,PA14_11830,probable transcriptional regulator
gene-PA14_11845,212.3567259064273,211.98462203967802,0.002530191975112123,0.012817114854708628,cds-ABJ15687.1,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
gene-PA14_11860,57.899800453925884,53.09793141386103,0.12490271466746072,0.4488451560939493,cds-ABJ13293.1,PA14_11860,probable aromatic acid decarboxylase
gene-PA14_11880,17.188726579084964,13.606847485488695,0.3371297769392424,2.1998794837422797,cds-ABJ13292.1,PA14_11880,putative lipoprotein
gene-PA14_11890,176.790416288091,171.2614332339897,0.045839764601425324,0.16745933293941806,cds-ABJ13291.1,PA14_11890,conserved hypothetical protein
gene-PA14_11900,96.4341566854135,80.57341254772429,0.25924037059335975,1.346027483111117,cds-ABJ13290.1,PA14_11900,hypothetical protein
gene-PA14_11910,301.5754379456154,282.51511606542755,0.09419086992267789,0.9142319860397715,cds-ABJ13289.1,PA14_11910,conserved hypothetical protein
gene-PA14_11920,28.733181631994913,31.48434834136772,-0.1319170479761146,0.6553401188678316,cds-ABJ13288.1,PA14_11920,hypothetical protein
gene-PA14_11930,39.781134614465934,41.84686792005641,-0.07303521909261916,0.231998999245811,cds-ABJ13287.1,PA14_11930,putative membrane protein
gene-PA14_11940,83.86906385791276,78.43612954905556,0.09662040375453158,0.8705153697960761,cds-ABJ13286.1,PA14_11940,hypothetical protein
gene-PA14_11960,60.6277971405743,56.1617278959417,0.11039207824023947,0.2557380967630154,cds-ABJ13285.1,PA14_11960,hypothetical protein
gene-PA14_11970,56.0691972107172,59.683320934862515,-0.09011939683969243,0.2613803324632871,cds-ABJ13284.1,PA14_11970,methylpurine-DNA glycosylase family protein
gene-PA14_11980,12.249180431595105,10.447095140417543,0.22958334023323443,0.8729727517048463,cds-ABJ13283.1,PA14_11980,possible O-methyltransferase
gene-PA14_11990,6.4716668549679675,2.8487433787151133,1.1838112050538585,3.7998238912268283,cds-ABJ13282.1,PA14_11990,possible hydrolase
gene-PA14_12010,113.9371829267431,109.8886875380258,0.05219576457875595,0.1242366485152861,cds-ABJ13281.1,proA,probable gamma-glutamyl phosphate reductase
gene-PA14_12020,61.74782209332957,61.66733992874615,0.0018816364399383307,0.011271638634458922,cds-ABJ13280.1,nadD,NadD nicotinic acid mononucleotide adenylyltransferase
gene-PA14_12030,63.91866179677633,60.64431212304881,0.07586486203476991,0.23123993563743872,cds-ABJ13279.1,PA14_12030,conserved hypothetical protein
gene-PA14_12050,60.716981706541276,55.095983023705905,0.14015293327018333,0.47476236168917507,cds-ABJ13278.1,PA14_12050,hypothetical protein
gene-PA14_12060,68.17906374145076,59.3712927465028,0.19956325620558446,0.8589885491005967,cds-ABJ13277.1,pbpA,FtsI / penicillin-binding protein 2
gene-PA14_12070,52.563839759589364,47.946653008887886,0.13264055401377134,0.2907936728511598,cds-ABJ13276.1,rodA,rod shape-determining protein
gene-PA14_12080,146.76021370762928,146.67772484638496,0.0008111171542191678,0.0019103005430087996,cds-ABJ13275.1,sltB1,soluble lytic transglycosylase B
gene-PA14_12090,134.02738471544401,126.37620389940491,0.0848029679929128,0.29598206624859497,cds-ABJ13274.1,PA14_12090,possible lipoprotein%2C rlpA family
gene-PA14_12100,447.3093415145783,444.80280881943304,0.008106989216248807,0.033938689658882956,cds-ABJ13273.1,dacC,D-ala-D-ala-carboxypeptidase
gene-PA14_12110,108.00191431762255,121.3524487969343,-0.16814633461942827,1.7244752873289857,cds-ABJ13272.1,PA14_12110,conserved hypothetical protein
gene-PA14_12120,147.23000915820637,150.02586234755012,-0.027139463480245977,0.32407763588216765,cds-ABJ13271.1,lipB,lipoate-protein ligase B
gene-PA14_12130,423.9301615898589,468.1597578208129,-0.14317431349364343,1.8263333334659457,cds-ABJ13270.1,lis,Lipoate synthase
gene-PA14_12140,43.01905704602685,37.35000381415928,0.2038675032115881,0.9297838329973517,cds-ABJ13269.1,PA14_12140,putative transcriptional regulator
gene-PA14_12150,4.4836725750616235,4.124062664867151,0.12061462640688801,0.21266532610786573,cds-ABJ13268.1,PA14_12150,probable epoxide hydrolase
gene-PA14_12160,394.3228013848602,414.8056813558587,-0.073058518266389,0.6096221110927117,cds-ABJ13266.1,PA14_12160,putative murein transglycosylase
gene-PA14_12170,0.12813824926885306,0.0544927453971531,1.2335397662030725,0.5176854836072817,cds-ABJ13267.1,PA14_12170,hypothetical protein
gene-PA14_12180,5.631427016076475,5.243301146867663,0.10302511033786169,0.42502387854825713,cds-ABJ13265.1,PA14_12180,conserved hypothetical protein
gene-PA14_12200,123.99151503065981,106.98394985231391,0.21284702046582216,0.7594886113857758,cds-ABJ13264.1,holA,DNA polymerase III%2C delta subunit
gene-PA14_12210,169.36306204069876,169.699671519595,-0.0028645140419406375,0.023913499352682336,cds-ABJ13263.1,PA14_12210,hypothetical protein
