,dimA_light_mean_rpm,dimA_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_20820,44.88629835804783,56.69352080678988,-0.33690872938467675,2.6414383625496716,cds-ABJ12594.1,PA14_20820,putative two-component response regulator
gene-PA14_20840,19.297350911289385,40.378819404279916,-1.0651958530122168,2.2677323727279393,cds-ABJ12593.1,PA14_20840,conserved hypothetical protein
gene-PA14_20850,144.34025782411337,163.475785522682,-0.17960321683687605,0.9783583887577455,cds-ABJ12592.1,slyA,putative transcriptional regulator%2C MarR family
gene-PA14_20860,191.09964251434016,169.61858324176592,0.17203083912869258,1.0585800216552064,cds-ABJ12591.1,PA14_20860,putative Tfp pilus assembly protein FimV
gene-PA14_20870,19.719047523285784,19.29856240493847,0.03109648338857663,0.11434186532789435,cds-ABJ12590.1,PA14_20870,putative membrane protein
gene-PA14_20880,8.140653174600237,10.838269667870025,-0.4129179145161053,1.2178939898372136,cds-ABJ12589.1,PA14_20880,conserved hypothetical protein
gene-PA14_20890,437.7228847237365,1088.7594346876426,-1.3145955002860708,2.7782005894914423,cds-ABJ12588.1,rfaD,ADP-L-glycero-D-mannoheptose 6-epimerase
gene-PA14_20900,329.0113356495938,219.0068300620142,0.5871614241220728,1.6789082105638218,cds-ABJ12587.1,PA14_20900,putative MFS transporter
gene-PA14_20920,389.5782337123781,273.16574964837287,0.5121364661492409,1.0093485555059847,cds-ABJ12586.1,PA14_20920,hypothetical protein
gene-PA14_20940,317.4545800940971,184.95511919359924,0.7793749552450866,1.2124421674214758,cds-ABJ12585.1,PA14_20940,putative acyl carrier protein
gene-PA14_20950,559.9455206328879,460.30767907606895,0.2826879569257314,0.7022928959758211,cds-ABJ12584.1,fabH2,3-oxoacyl-[acyl-carrier-protein] synthase III
gene-PA14_20960,434.39525095073964,327.38512387107244,0.4080195607351034,1.7137381788517434,cds-ABJ12583.1,PA14_20960,putativ isomerase
gene-PA14_20970,903.9011064428765,741.4344443323411,0.2858457999908134,0.8558494753059623,cds-ABJ12582.1,cyp23,cytochrome P450
gene-PA14_20980,642.5884739622727,529.7287325068534,0.2786413401928749,0.6944427996452028,cds-ABJ12581.1,PA14_20980,putative short chain dehydrogenas
gene-PA14_21000,526.5962082340865,426.02446798649885,0.30576084063943193,0.6099457050859021,cds-ABJ12580.1,PA14_21000,hypothetical protein
gene-PA14_21010,316.1466328805618,274.12902115372975,0.20573878329533868,0.3733052922891842,cds-ABJ12579.1,PA14_21010,putative FAD-dependent monooxygenase
gene-PA14_21020,1598.7444933132308,1133.6223659081156,0.4959992618704966,1.1424676917046725,cds-ABJ12578.1,PA14_21020,putative non-ribosomal peptide synthetase
gene-PA14_21030,1242.018031032184,1124.9843365950344,0.14278120325461505,0.7248382782210233,cds-ABJ12577.1,PA14_21030,putative ATP-dependent Clp protease proteolytic subunit
gene-PA14_21040,6.409776810009007,6.518274994303238,-0.02421608910656143,0.05501119827618774,cds-ABJ12576.1,PA14_21040,putative hydrolase
gene-PA14_21050,16.427817636310493,18.879018347571588,-0.20064289454739082,0.9949148226468727,cds-ABJ12575.1,PA14_21050,putative short-chain dehydrogenase
gene-PA14_21060,9.787187417027155,12.246788957220504,-0.3234372510747173,1.0313088278823614,cds-ABJ12574.1,PA14_21060,conserved hypothetical protein
gene-PA14_21070,21.949790352117983,20.426243255259468,0.1037832606037591,0.19769479460645994,cds-ABJ12573.1,PA14_21070,putative MerR-family transcriptional regulator
gene-PA14_21080,10.280905035129162,9.838842309361914,0.06340678558479354,0.7994714774474413,cds-ABJ12572.1,toxR,putative LysR-family transcriptional activator
gene-PA14_21090,1.3564391890906558,1.5625324961605331,-0.2040615891854332,0.3454491617877122,cds-ABJ12571.1,PA14_21090,conserved hypothetical protein
gene-PA14_21110,3.753550831139376,5.170572734548848,-0.46206789827644607,1.0582600467545933,cds-ABJ12570.1,plcN,non-hemolytic phospholipase C precursor
gene-PA14_21120,12.743114728161922,14.936215303350531,-0.2290966508185528,0.824387041721609,cds-ABJ12569.1,PA14_21120,hypothetical protein
gene-PA14_21130,27.359209734535373,30.11785421160451,-0.1385924199555827,0.29457808292080556,cds-ABJ12568.1,PA14_21130,putative outer membrane lipoprotein
gene-PA14_21140,15.243567255397439,14.371609487323049,0.08497890874655521,0.24300188820455582,cds-ABJ12567.1,PA14_21140,probable ABC transporter permease component
gene-PA14_21150,25.094879675107588,19.52695310021578,0.36192614638267395,1.1044704964316912,cds-ABJ12566.1,PA14_21150,probable ABC transporter permease component
gene-PA14_21160,49.16561778886546,49.56698329950305,-0.011729685952069697,0.024854538671102214,cds-ABJ12565.1,PA14_21160,probable ABC transporter ATP-binding component
gene-PA14_21175,154.74409960922105,164.5271801342969,-0.08844153754523483,0.25987358231296653,cds-ABJ15693.1,PA14_21175,putative ABC-type phosphate/phosphonate transport system%2C periplasmic component
gene-PA14_21180,27.304091330031174,25.805975614326275,0.08141196632637784,0.2201062592463302,cds-ABJ12564.1,PA14_21180,putative 3-hydroxyisobutyrate dehydrogenase
gene-PA14_21190,111.23476590607886,127.05019361474446,-0.19179080512983157,0.40161322573140024,cds-ABJ12563.1,PA14_21190,conserved hypothetical protein
gene-PA14_21210,26.17920296477713,21.909232248539492,0.2568822269420281,2.007217630797407,cds-ABJ12562.1,PA14_21210,conserved hypothetical protein
gene-PA14_21220,1087.2724768558144,2177.73352090867,-1.0021138943774,2.5098527086646287,cds-ABJ12561.1,PA14_21220,conserved hypothetical protein
gene-PA14_21230,307.6511128176148,249.80058403601723,0.3005183591883559,1.0780127760082905,cds-ABJ12560.1,hepA,HepA
gene-PA14_21240,44.93588059130786,44.921247240414935,0.0004698895386139213,0.0009709980038109344,cds-ABJ12559.1,PA14_21240,conserved hypothetical protein
gene-PA14_21250,35.17726661734346,45.3122487950252,-0.36525769136831965,1.9881668439062903,cds-ABJ12558.1,alkB,putative alkylated DNA repair protein
gene-PA14_21260,298.66600253862697,356.97246781716063,-0.25727978310361455,0.3973908301275792,cds-ABJ12557.1,PA14_21260,hypothetical protein
gene-PA14_21280,34.586676625618765,50.33905785006675,-0.5414617991375212,1.5838612414591808,cds-ABJ12556.1,PA14_21280,putative membrane protein
gene-PA14_21290,12.114497747467398,16.70359631885631,-0.46342410326623895,1.3907600667982825,cds-ABJ12555.1,PA14_21290,putative membrane fusion protein
gene-PA14_21300,17.957639579388072,18.35320561338789,-0.03143433744581043,0.11048594971735136,cds-ABJ12554.1,PA14_21300,putative MFS transporte
gene-PA14_21310,123.35259125710145,129.55677003897563,-0.07079638261590085,0.34616318898165066,cds-ABJ12553.1,phaJ1,(R)-specific enoyl-CoA hydratase
gene-PA14_21320,74.27787642899163,72.83109759271476,0.028377981937172732,0.08229614820674479,cds-ABJ12552.1,PA14_21320,putative lysophospholipase
gene-PA14_21340,284.0503957757927,206.07537555410354,0.4629747858802007,1.9592895383244824,cds-ABJ12551.1,fadD2,long-chain-fatty-acid--CoA ligase
gene-PA14_21370,445.9620550083285,401.7541435098304,0.1506080587849405,0.7226116400109273,cds-ABJ12550.1,fadD1,long-chain-fatty-acid--CoA ligase
gene-PA14_21380,2.511708737782344,2.39958610791854,0.06588354739772537,0.1990646832260031,cds-ABJ12549.1,PA14_21380,hypothetical protein
gene-PA14_21400,150.68144114890026,138.38976407333848,0.12276449655068966,0.5553089838386769,cds-ABJ12548.1,hrpA,putative ATP-dependent helicase
gene-PA14_21410,3.6247574558706392,3.590315894038961,0.013773671460094535,0.024334347612688476,cds-ABJ12547.1,phoA,alkaline phosphatase
gene-PA14_21440,125.30825455497694,110.58793717007079,0.18028742500637882,0.8418063869223917,cds-ABJ12546.1,PA14_21440,putative HIT family protein
gene-PA14_21450,220.38026382698976,198.6139415041056,0.15002813288875363,0.4554161005991349,cds-ABJ12545.1,PA14_21450,conserved hypothetical protein
gene-PA14_21460,56.19681613731731,54.460769192915954,0.045271035828893906,0.09644578161206077,cds-ABJ12544.1,PA14_21460,hypothetical protein
gene-PA14_21470,26.55222862957125,22.751131951357905,0.22289461547016953,0.23191628815597934,cds-ABJ12543.1,PA14_21470,hypothetical protein
gene-PA14_21480,60.96775297094009,59.29556749776358,0.04012211036814962,0.027942432509502412,cds-ABJ12542.1,PA14_21480,hypothetical protein
gene-PA14_21490,318.58900381143513,328.37672867615197,-0.04365541724506897,0.07071036830239037,cds-ABJ12541.1,PA14_21490,conserved hypothetical protein
gene-PA14_21510,29.951318608296805,42.02461097283739,-0.48861492213630764,0.8983945719429692,cds-ABJ12540.1,PA14_21510,conserved hypothetical protein
gene-PA14_21520,55.39491976788204,62.77280009870024,-0.1803858856668198,1.265718537084354,cds-ABJ12539.1,PA14_21520,putative hydrolase
gene-PA14_21530,15.79571398455019,39.31816843094872,-1.315662876755199,1.255468499299166,cds-ABJ12538.1,PA14_21530,putative ankyrin domain protein
gene-PA14_21540,126.63017627078568,108.2162805132524,0.2267036795380109,1.0261178882932502,cds-ABJ12537.1,fabH-2,putative 3-oxoacyl-(acyl-carrier-protein) synthase III
gene-PA14_21550,83.41449981955915,76.76530954948953,0.11984368409583614,1.4645402739108964,cds-ABJ12536.1,PA14_21550,putative sigma-70 factor%2C ECF subfamily
gene-PA14_21560,26.337536777395282,28.977604431563567,-0.13781790081478706,0.9850386275495249,cds-ABJ12535.1,PA14_21560,hypothetical protein
gene-PA14_21570,13.483793247095301,9.954620340005647,0.4377881489120155,0.532821062367505,cds-ABJ12534.1,PA14_21570,conserved hypothetical protein
gene-PA14_21580,22.718984948327304,16.844748796429318,0.4315994279682532,0.674630991709002,cds-ABJ12533.1,PA14_21580,conserved hypothetical protein
gene-PA14_21590,4.838861244595335,4.348187499153821,0.15425336171157522,0.49773461948191144,cds-ABJ12532.1,PA14_21590,conserved hypothetical protein
gene-PA14_21600,2.8831543699795126,2.3673262397625083,0.28438936550918126,0.6739145065402598,cds-ABJ12531.1,PA14_21600,putative membrane protein
gene-PA14_21610,2.943191008779081,2.553935760294122,0.20465881263470198,0.19522074209922655,cds-ABJ12530.1,oprO,pyrophosphate-specific outer membrane porin OprO precursor
gene-PA14_21620,0.8134409478278637,1.1836966024046351,-0.5411889005616095,0.8324816805713607,cds-ABJ12529.1,oprP,phosphate-specific outer membrane porin OprP precursor
gene-PA14_21630,159.40698288957228,265.5096201114422,-0.736049300015296,1.697312225846446,cds-ABJ12528.1,PA14_21630,hypothetical protein
gene-PA14_21640,37.29729383910211,48.81816680177274,-0.3883471481065736,1.1278073711670533,cds-ABJ12527.1,PA14_21640,putative oxidoreductase%2C short chain dehydrogenase/reductase
gene-PA14_21650,29.106245735687953,25.13687420374124,0.21152349235154427,1.1379908975169999,cds-ABJ12526.1,PA14_21650,hypothetical protein
gene-PA14_21660,9.328747344034406,8.504189946718592,0.13350952451797415,0.44723977305829676,cds-ABJ12525.1,PA14_21660,conserved hypothetical protein
gene-PA14_21670,16.299734941633698,12.29884913608361,0.40632513450153207,0.3463163828399801,cds-ABJ12523.1,PA14_21670,conserved hypothetical protein
gene-PA14_21680,8.229795050259208,8.801881182650291,-0.09695537472093498,0.40773628297708653,cds-ABJ12524.1,PA14_21680,conserved hypothetical protein
gene-PA14_21690,103.49838081577252,80.81212318616981,0.35696454809151945,2.5483882973499474,cds-ABJ12522.1,lhr1,putative ATP-dependent DNA helicase
gene-PA14_21700,80.93502732893175,93.54721104779792,-0.20893042645081758,0.9634231420739557,cds-ABJ12521.1,PA14_21700,putative sensory box histidine kinase/response regulator
gene-PA14_21710,39.44395645853305,51.40136737924835,-0.38200245464936466,1.6154511249932546,cds-ABJ12520.1,PA14_21710,putative acetyltransferase
gene-PA14_21720,23.835105366927525,22.717382597350337,0.0692913750534855,0.16361526045146862,cds-ABJ12519.1,PA14_21720,putative transcriptional regulator%2C AraC family
gene-PA14_21730,28.85455971647872,38.63546982544785,-0.42112660332868285,0.3253221382784982,cds-ABJ12518.1,fecA,putative TonB-dependent receptor
gene-PA14_21750,70.26845025736212,67.09171263993346,0.06674250761360959,0.4008615499545369,cds-ABJ12517.1,PA14_21750,putative acetyltransferase
gene-PA14_21760,363.2945164541311,236.38352561557335,0.6200100937961305,1.3785019374772103,cds-ABJ12516.1,capB,cold acclimation protein B
gene-PA14_21770,18.216204052216103,13.942080162985583,0.38577648902373884,0.7267233810457585,cds-ABJ12515.1,sugE,putative DMT superfamily transport protein
gene-PA14_21780,36.16916400159781,33.910011529449896,0.0930489732437522,0.17923247538312273,cds-ABJ12514.1,PA14_21780,putative sodium/bile acid symporter
gene-PA14_21790,188.39212968756246,139.96932990592572,0.4286279531294063,1.1477208633222695,cds-ABJ12513.1,rdgC,putative recombination associated protein RdgC
gene-PA14_21800,28.45913897947554,23.67310784456294,0.2656428793789234,0.2947173746448199,,,
gene-PA14_21810,12.072556353030294,12.837426383139416,-0.08862479367687334,0.2922787616957467,,,
gene-PA14_21820,828.9161048465967,701.1966480257291,0.2414069929433617,1.2529740119075545,cds-ABJ12512.1,PA14_21820,putative peptidyl-prolyl cis-trans isomerase%2C FkbP-type
gene-PA14_21830,110.64817827679333,78.3127810839551,0.4986600019416559,0.5464101303814877,cds-ABJ12511.1,PA14_21830,conserved hypothetical protein
gene-PA14_21840,74.56867771326291,76.9707902310703,-0.04574129879303259,0.16855489954351105,cds-ABJ12510.1,PA14_21840,putative periplasmic binding protein
gene-PA14_21850,39.78531199026073,48.536853693075955,-0.2868446683088411,1.5957146344922466,cds-ABJ12509.1,PA14_21850,putative transcriptional regulator
gene-PA14_21860,40.18875424608948,43.53658152994198,-0.11543626965940358,0.7355052782144904,cds-ABJ12508.1,PA14_21860,conserved hypothetical protein
gene-PA14_21870,25.633770155782674,25.724506864747067,-0.00509773829486004,0.009254123920419507,cds-ABJ12507.1,PA14_21870,putative EAL domain/GGDEF domain protein
gene-PA14_21880,1442.4860887505554,1347.539269419913,0.0982300895563645,0.7815385445920874,cds-ABJ12506.1,tsp,periplasmic tail-specific protease
gene-PA14_21890,263.4717877722274,229.77547193900077,0.19742368536195834,1.6990831111663125,cds-ABJ12505.1,qor,putative quinone oxidoreductase
gene-PA14_21900,117.1630555591292,96.94613482107992,0.2732624340897822,1.3685574852935682,cds-ABJ12504.1,PA14_21900,putative HAD-superfamily hydrolase
gene-PA14_21910,37.46024958226497,41.39788789298606,-0.14419664596470097,0.7742387923070542,cds-ABJ12503.1,PA14_21910,putative ATP-binding component of ABC transporter
gene-PA14_21920,13.665501999082673,13.263017341010249,0.04312942616261891,0.31367831370137716,cds-ABJ12502.1,PA14_21920,putative permease of ABC transporter
gene-PA14_21930,9.706925205789025,12.238449574991803,-0.33433447015350176,0.9826212581539981,cds-ABJ12501.1,PA14_21930,putative permease of ABC transporter
gene-PA14_21940,23.702689771335127,29.353957681933224,-0.30850422515201675,1.038844128539886,cds-ABJ12500.1,PA14_21940,conserved hypothetical protein
gene-PA14_21960,146.61167811698627,155.38987082163578,-0.08389243937899489,0.242249813800369,cds-ABJ12499.1,PA14_21960,putative ABC transporter%2C periplasmic substrate-binding protein
gene-PA14_21970,34.12987999015385,39.982149885705205,-0.22832069767858754,2.1458216204724554,cds-ABJ12498.1,PA14_21970,probable transcriptional regulator
gene-PA14_21980,27.01945533690281,26.365690551498204,0.03533680738341959,0.11274966617783147,cds-ABJ12497.1,PA14_21980,putative ribosomal-protein-serine acetyltransferase
gene-PA14_21990,164.7781816917196,180.49651766453294,-0.13144577440623617,0.47548464424061593,cds-ABJ12496.1,PA14_21990,putative aspartyl aminopeptidase
gene-PA14_22000,48.863370233207945,43.21573318640241,0.1771967292267207,0.5419928749030981,cds-ABJ12495.1,rluA,ribosomal large subunit pseudouridine synthase A
gene-PA14_22010,84.39619912087453,67.153175214728,0.32972240321490476,0.8775439772611815,cds-ABJ12494.1,minE,cell division topological specificity factor
gene-PA14_22020,281.7823647248221,227.8148243757288,0.30671969255130277,1.246845295055054,cds-ABJ12493.1,minD,cell division inhibitor MinD
gene-PA14_22040,121.57780611397038,108.97762104496535,0.15784798555520713,0.43271197526650873,cds-ABJ12492.1,minC,cell division inhibitor MinC
gene-PA14_22050,42.664495135779156,45.13451801880759,-0.0811952219923512,0.27612315159080514,cds-ABJ12491.1,htrB,putative lipid A biosynthesis lauroyl/myristoyl acyltransferase
gene-PA14_22060,74.70999896450695,79.56742986668534,-0.09087665486612467,0.5446810111417524,cds-ABJ12490.1,PA14_22060,putative patatin family protein
gene-PA14_22075,84.09665737023096,77.87709400825771,0.11084940510457528,0.4352656290942291,cds-ABJ15635.1,PA14_22075,putative pirin-related protein
gene-PA14_22080,24.907356334944122,36.10805716003075,-0.5357488642599973,0.6474223137913896,cds-ABJ12489.1,PA14_22080,possible resolvase
gene-PA14_22090,4.691775544076413,3.8548046308637605,0.28347614154114503,0.9487306380097437,cds-ABJ12488.1,PA14_22090,hypothetical protein
gene-PA14_22100,5.678327946502617,4.030553218520687,0.4944881287927393,0.5591054575715392,cds-ABJ12487.1,PA14_22100,hypothetical protein
gene-PA14_22110,2.2968991759312605,1.6287596865233578,0.49591334214001387,0.7036647154828938,cds-ABJ12486.1,PA14_22110,hypothetical protein
gene-PA14_22120,6.4364437150393465,6.091070811171648,0.07956788828710037,0.09960997018258484,cds-ABJ12485.1,PA14_22120,hypothetical protein
gene-PA14_22130,0.4747392237821968,0.45930200541011373,0.04769199991313762,0.037027224174355625,cds-ABJ12484.1,PA14_22130,hypothetical protein
gene-PA14_22140,1.8524120952892609,1.4878973381905272,0.31612977759565525,0.48446241014094815,cds-ABJ12483.1,PA14_22140,hypothetical protein
gene-PA14_22160,0.9275896391481014,0.8887557862964662,0.06169954500247782,0.041629397113689875,cds-ABJ12482.1,PA14_22160,hypothetical protein
gene-PA14_22180,1.1899941985061446,1.1297597400441426,0.07493843742364373,0.0558514764780598,cds-ABJ12481.1,PA14_22180,hypothetical protein
gene-PA14_22190,19.518564823518435,15.325216911799965,0.3489394496595507,0.6598398620093898,cds-ABJ12480.1,PA14_22190,hypothetical protein
gene-PA14_22210,4.412669635812176,3.3804214080332877,0.38444846850276837,1.3550796276469335,cds-ABJ12479.1,PA14_22210,hypothetical protein
gene-PA14_22220,1.9754403505939362,1.3251239562342947,0.576046367096407,0.5607283888120541,cds-ABJ12478.1,PA14_22220,hypothetical protein
gene-PA14_22230,3.156356261540336,1.6194380557900285,0.9627660454025813,1.122155122186078,cds-ABJ12477.1,PA14_22230,hypothetical protein
gene-PA14_22240,3.1353168679126426,1.9897507371841137,0.6560231031265864,1.867261344897153,cds-ABJ12476.1,PA14_22240,hypothetical protein
gene-PA14_22250,2.8439881565605387,1.9315619245842885,0.5581471278868335,0.7818068927056823,cds-ABJ12475.1,PA14_22250,hypothetical protein
gene-PA14_22260,0.5759075544367943,0.5266082291897868,0.12910678990125954,0.15630812952123385,cds-ABJ12474.1,PA14_22260,hypothetical protein
gene-PA14_22270,130.57177848928308,89.82955846744274,0.539580953323347,1.32552265851679,cds-ABJ12473.1,PA14_22270,possible recombinase
gene-PA14_22280,15.128377436855763,10.307801171786936,0.5535205739997177,0.962723015134668,cds-ABJ12472.1,PA14_22280,putative pirin-related protein
gene-PA14_22290,105.4547165621783,87.45965138684551,0.26993411481355456,1.864352567960537,cds-ABJ12471.1,vacJ,putative surface lipoprotein
gene-PA14_22310,146.80860449183425,116.09925446754535,0.3385778151222663,1.3156316917158515,cds-ABJ12470.1,PA14_22310,conserved hypothetical protein
gene-PA14_22320,0.7346010608661642,2.3672030431477804,-1.6881483163215774,1.5419407315445424,cds-ABJ12469.1,PA14_22320,putative membrane protein
gene-PA14_22330,54.30080907577176,33.64915330605595,0.6904034634258222,0.6716361751310491,cds-ABJ12468.1,PA14_22330,putative glycine betaine-binding protein precursor
gene-PA14_22340,86.0847725001402,54.586355041870746,0.6572176808099207,0.8780584572348814,cds-ABJ12467.1,yjcH,putative membrane protein
gene-PA14_22350,121.055840748469,95.0762239273098,0.348516172225973,0.6550698499927767,cds-ABJ12466.1,yjcG,putative sodium/proline:solute symporter
gene-PA14_22370,85.13334562510163,85.89442452687813,-0.012840160202003898,0.022779679584479514,cds-ABJ12465.1,PA14_22370,putative signal-transduction protein
gene-PA14_22380,28.274658624564964,29.117501512649195,-0.04237695908763924,0.09121470734167678,cds-ABJ12464.1,PA14_22380,putative nuclease
gene-PA14_22400,27.94237555103162,18.997361180074503,0.5566556021815713,0.8520690271737923,cds-ABJ12463.1,PA14_22400,conserved hypothetical protein
gene-PA14_22410,50.1355187744494,43.46124195689398,0.20610364140312853,1.067274569614229,cds-ABJ12462.1,PA14_22410,conserved hypothetical protein
gene-PA14_22420,10.684412625015261,32.46590217034814,-1.6034175509381794,0.5234558972208432,cds-ABJ12461.1,PA14_22420,conserved hypothetical protein
gene-PA14_22440,201.75520825497583,176.77752213997096,0.1906710722398211,0.9823874215800779,cds-ABJ12460.1,bapA,putative ATP-binding/permease fusion ABC transporter
gene-PA14_22450,150.31050216737114,128.74547995142552,0.22342402847647674,1.2537977324206597,cds-ABJ12459.1,ppiA,peptidyl-prolyl cis-trans isomerase A
gene-PA14_22460,68.03749688073974,65.58937071611763,0.05286803001358073,0.21799474084532752,cds-ABJ12458.1,PA14_22460,putative hydrolase%2C alpha/beta fold family
gene-PA14_22470,106.70240797433837,119.40076192886625,-0.16221930635481,0.6718065823774552,cds-ABJ12457.1,PA14_22470,putative transcriptional regulator%2C LysR family
gene-PA14_22480,57.90669597600188,48.43372075409576,0.2577183368898097,1.4812910739693887,cds-ABJ12456.1,PA14_22480,hypothetical protein
gene-PA14_22490,10.578461092270837,9.239297572352045,0.19527465444505387,0.36093785897702524,cds-ABJ12455.1,acpD,acyl carrier protein phosphodiesterase
gene-PA14_22500,6.829584637989683,6.098500080183882,0.16334334017632499,0.3750370990877988,cds-ABJ12454.1,PA14_22500,possible protein-disulfide isomerase
gene-PA14_22510,2.6696294234070415,2.5563278665467606,0.06256656888152043,0.11403012631164004,cds-ABJ12453.1,PA14_22510,hypothetical protein
gene-PA14_22520,11.982228630009596,9.909427038777126,0.2740226760797553,1.2964241203051143,cds-ABJ12452.1,PA14_22520,hypothetical protein
gene-PA14_22530,4.853114975483337,5.0931756549855365,-0.0696544113711862,0.35586231875945057,cds-ABJ12451.1,PA14_22530,putative glutathione S-transferase
gene-PA14_22540,3.4046146270640443,2.717450251516682,0.3252377044408466,0.6872173583724348,cds-ABJ12450.1,wrbA,putative flavodoxin
gene-PA14_22550,27.799536962785808,26.90056935204173,0.047424142485223246,0.21588688143578746,cds-ABJ12449.1,PA14_22550,putative LysR-family transcriptional regulator
gene-PA14_22560,114.34906493386666,72.6735753665675,0.6539417660705852,1.2898568821860348,cds-ABJ12448.1,PA14_22560,putative permease
gene-PA14_22570,103.88438663145361,53.88883785086109,0.9469204388480373,2.028113482716225,cds-ABJ12447.1,csaA,CsaA protein
gene-PA14_22580,35.89605567204168,38.55054266686503,-0.10292583751328965,0.23174259625073898,cds-ABJ12446.1,PA14_22580,putative transcriptional regulator%2C AraC family
gene-PA14_22590,1.5024245058049637,1.5001005372222103,0.0022333035377181125,0.005056169599323447,cds-ABJ12445.1,PA14_22590,conserved hypothetical protein
gene-PA14_22600,3.17090661235854,3.7828310596651584,-0.25457083618036974,0.347864175450122,cds-ABJ12444.1,grtA,putative glycosyl transferase
gene-PA14_22620,42.76611470127626,33.08762992771431,0.37017617311448064,1.8449011901916217,cds-ABJ12443.1,cyaB,CyaB
gene-PA14_22630,10.271937948284089,16.175830104635608,-0.6551312719673967,1.2914924126459986,cds-ABJ12442.1,PA14_22630,putative membrane protein
gene-PA14_22640,39.18258760474114,44.3363049665057,-0.17827585655149575,0.666552182207737,cds-ABJ12441.1,PA14_22640,putative transcriptional regulator%2C AraC family
gene-PA14_22650,124.51803953926378,125.93804807039885,-0.01635944416492775,0.075417702323842,cds-ABJ12440.1,PA14_22650,putative ABC-type uncharacterized transport system
gene-PA14_22660,71.87558160858255,68.06621045931111,0.07856293234938404,0.4729188587381708,cds-ABJ12439.1,PA14_22660,ABC-type transporter%2C periplasmic component
gene-PA14_22670,40.82884045213464,41.53954425773999,-0.02489679174657172,0.07767182814472505,cds-ABJ12438.1,yrbF,putative ATP-binding component of ABC transporter
gene-PA14_22680,109.39541817538588,107.62080326980451,0.023595334360007877,0.13634575881119454,cds-ABJ12437.1,yrbE,putative permease of ABC transporter
gene-PA14_22690,41.5016644118805,45.86702491668451,-0.1442881306132199,0.5325596025812172,cds-ABJ12436.1,trkH,potassium uptake protein TrkH
gene-PA14_22700,0.5936169128844301,0.6367139438638649,-0.10111288856522747,0.05193182205561699,cds-ABJ12435.1,ykgJ,putative ferredoxin
gene-PA14_22710,122.61921933389847,146.90045598523957,-0.26065374610642367,0.9646756155255508,cds-ABJ12434.1,ydjA,putative nitroreductase family protein
gene-PA14_22720,5.335240367081336,7.230331610131812,-0.438508428238456,2.0155757841057165,cds-ABJ12433.1,PA14_22720,hypothetical protein
gene-PA14_22730,18.999468579325704,23.266437814085872,-0.29229125548546864,0.6910387255317101,cds-ABJ12432.1,PA14_22730,putative two component sensor histidine kinase protein
gene-PA14_22740,19.192187563012936,19.750236175774024,-0.04135073967905089,0.08017548376502462,cds-ABJ12431.1,PA14_22740,putative periplasmic inhibitor/zinc-resistance associated protein
gene-PA14_22760,45.17920505756368,51.163684330308676,-0.17946126487495476,1.469848378016429,cds-ABJ12430.1,cpxR,putative transcriptional regulator in 2-component system
gene-PA14_22770,67.92097495244487,64.78263502805298,0.0682500152624974,0.2799894443867694,cds-ABJ12429.1,PA14_22770,conserved hypothetical protein
gene-PA14_22780,122.30778937180474,96.31821630177014,0.34463570141703015,2.139462133546008,cds-ABJ12428.1,yciI,putative cytoplasmic protein
gene-PA14_22800,87.90057533372318,75.47457865312442,0.21988180601621213,1.1386076113927814,cds-ABJ12427.1,yciB,putative intracellular septation protein
gene-PA14_22820,56.758557545833035,61.202155644708114,-0.10874453951809519,0.4533329010954546,cds-ABJ12426.1,yciV,putative PHP domain protein
gene-PA14_22830,136.58385922795006,158.52931031947807,-0.21496259749458035,1.1243448635828583,cds-ABJ12425.1,yciO,putative SUA5/yciO/yrdC family:Sua5/YciO/YrdC/YwlC protein family
gene-PA14_22840,87.51237121744646,86.46043750278467,0.017446841619224492,0.14886292271330628,cds-ABJ12424.1,ypuG,conserved hypothetical protein
gene-PA14_22860,108.07975592130765,91.44564515431402,0.2411099453042992,1.2061482567486028,cds-ABJ12423.1,PA14_22860,putative transcriptional regulator
gene-PA14_22870,38.85692787342734,35.4465765411501,0.13252553883441315,1.2110453795820697,cds-ABJ12422.1,PA14_22870,conserved hypothetical protein
gene-PA14_22880,8.14795950138705,8.694063689497272,-0.09359183623506606,0.1590258896498423,cds-ABJ12421.1,PA14_22880,putative Fe-S protein
gene-PA14_22890,111.66309954922131,81.46709737183168,0.45486308842214784,0.3263817251964864,cds-ABJ12420.1,gapA,glyceraldehyde-3-phosphate dehydrogenase
gene-PA14_22910,283.64463987157154,211.56862788821874,0.4229588826756828,0.37578218826930676,cds-ABJ12419.1,edd,6-phosphogluconate dehydratase
gene-PA14_22930,121.3627980680633,91.14585332006446,0.4130773189629608,0.6047063083816187,cds-ABJ12418.1,glk,glucokinase
gene-PA14_22940,60.11465892542586,49.71077948060411,0.2741581004709257,0.4099300176633765,cds-ABJ12417.1,gltR,two-component response regulator GltR
gene-PA14_22960,34.57215955502326,30.4441077212207,0.18344768517873739,0.31045883473503166,cds-ABJ12416.1,PA14_22960,putative two-component sensor
gene-PA14_22980,1160.305417909849,468.15944822829425,1.3094327220049098,1.4982995700101736,cds-ABJ12415.1,gltB,putative binding protein component of ABC sugar transporter
gene-PA14_22990,182.29977276888926,75.95528033138596,1.263090576681323,1.2893152030338435,cds-ABJ12414.1,gltF,putative permease of ABC sugar transporter
